"A great night in Fayetteville, North Carolina. Thank you! #ICYMI watch here: https://t.co/ZAuTgxKPpb https://t.co/EF9xRWmciA","http://web.archive.org/*/http://twitter.com/realDonaldTrump/status/806340792247795715",,
"A great night in West Allis, Wisconsin! Thank you! #VoteTrumpWI #WIPrimary 
""Agreed! https://t.co/biyldP3CIw","http://web.archive.org/*/https://twitter.com/realDonaldTrump/status/725396879723384832",,
"Agreed! https://t.co/biyldP3CIw","http://web.archive.org/*/http://twitter.com/realDonaldTrump/status/725396879723384832",,
"""@AK_TWEET: #TheDonald's hair gets the #JimmyFallon treatment on #TheTonightShow #TrumpPence16 https://t.co/0RRPbfIgXH""  So true!","http://web.archive.org/*/https://twitter.com/realDonaldTrump/status/776612349079855104",,
"""@AK_TWEET: #TheDonald's hair gets the #JimmyFallon treatment on #TheTonightShow #TrumpPence16 https://t.co/0RRPbfIgXH""  So true!","http://web.archive.org/*/http://twitter.com/realDonaldTrump/status/776612349079855104",,
"Albuquerque"," NM- 7p: https://t.co/7SCol4vQlM""","http://web.archive.org/*/https://twitter.com/realDonaldTrump/status/792409386073202688",
"Albuquerque"," NM- 7p: https://t.co/7SCol4vQlM""","http://web.archive.org/*/http://twitter.com/realDonaldTrump/status/792409386073202688",
"""@aldonturnaolco1: @FrankLuntz @marthamaccallum @realDonaldTrump good!!""","http://web.archive.org/*/https://twitter.com/realDonaldTrump/status/783480681229799424",,
"""@aldonturnaolco1: @FrankLuntz @marthamaccallum @realDonaldTrump good!!""","http://web.archive.org/*/http://twitter.com/realDonaldTrump/status/783480681229799424",,
"""@AlexNightrasor: @realDonaldTrump @lilrachiepoo Trump will be our best president since Reagan!","http://web.archive.org/*/https://twitter.com/realDonaldTrump/status/718632666057285632",,
